enterprise_number,activity_number,nace_code,classification_code
0405190378,3,41201,SECO
0405190378,4,93292,SECO
0405197902,1,42110,MAIN
0405197902,2,42110,MAIN
0405226111,1,41101,MAIN
0405248182,1,43320,MAIN
0405248182,2,41201,MAIN
0405248182,3,68201,SECO
0405248182,4,68203,SECO
0405250459,1,43320,MAIN
0405255310,1,43999,MAIN
0405255310,2,49410,MAIN
0405262931,1,42110,MAIN
0405262931,2,43120,MAIN
0405262931,3,49410,SECO
0405262931,4,77320,SECO
0405265208,1,43211,MAIN
0405265208,2,43211,MAIN
0405265208,3,33150,SECO
0405265208,4,42220,SECO
0405265208,5,43341,SECO
0405273819,1,41101,MAIN
0405291734,1,42130,MAIN
0405291734,2,43999,MAIN
0405291734,3,42130,SECO
0405291734,4,42919,SECO
0405291734,5,43120,SECO
0405299355,1,41201,MAIN
0405299355,2,41201,MAIN
0405299355,3,41101,SECO
0405299355,4,41102,SECO
0405299355,5,41203,SECO
0405299355,6,42990,SECO
0405299355,7,43390,SECO
0405299355,8,43995,SECO
0405299355,9,68311,SECO
0405387150,1,42110,MAIN
0405387150,2,81300,MAIN
0405387150,3,42990,SECO
0405387150,4,43994,SECO
0405387150,5,43999,SECO
0405390912,1,41101,MAIN
0405390912,2,23310,SECO
0405403184,1,43320,MAIN
0405403184,2,41201,MAIN
0405403184,3,31091,SECO
0405403184,4,43320,SECO
0405418725,1,41201,MAIN
0405418725,2,82110,SECO
0405418725,3,70220,SECO
0405418725,4,70210,SECO
0405418725,5,70100,SECO
0405418725,6,68201,SECO
0405418725,7,68100,SECO
0405418725,8,64200,SECO
0405418725,9,41101,SECO
0405418725,10,82990,SECO
0405428326,1,43221,MAIN
0405428326,2,43211,MAIN
0405428326,3,43222,SECO
0405434165,1,28990,MAIN
0405434165,2,43320,MAIN
0405435056,1,42110,MAIN
0405435056,2,42110,MAIN
0405455644,1,42110,MAIN
0405455644,2,42110,MAIN
0405456337,1,41201,MAIN
0405456337,2,46731,SECO
0405461384,1,43222,MAIN
0405461384,2,47592,SECO
0405469304,1,42110,MAIN
0405469304,2,42110,MAIN
0405470490,1,41201,MAIN
0405470490,2,31020,SECO
0405470490,3,41101,SECO
0405470490,4,42130,SECO
0405470490,5,43331,SECO
0405470490,6,43390,SECO
0405474846,1,43996,MAIN
0405474846,2,41201,MAIN
0405512062,1,41201,MAIN
0405512062,2,41201,MAIN
0405512062,3,46731,SECO
0405523346,1,47529,MAIN
0405523346,2,43999,MAIN
0405523346,3,47529,SECO
0405524732,1,42110,MAIN
0405524732,2,23610,SECO
0405545815,1,41201,MAIN
0405551258,1,43999,MAIN
0405559572,1,41101,MAIN
0405559572,2,41101,MAIN
0405566896,1,43222,MAIN
0405566896,2,43222,MAIN
0405566896,3,43211,SECO
0405566896,4,43221,SECO
0405580655,1,41101,MAIN
0405580655,2,70100,MAIN
0405580655,3,68100,SECO
0405590256,1,41203,MAIN
0405590256,2,41201,MAIN
0405598174,1,41101,MAIN
0405598174,2,41201,SECO
0405619851,1,42990,MAIN
0405619851,2,42110,MAIN
0405628759,1,43320,MAIN
0405628759,2,25110,MAIN
0405628759,3,16230,SECO
0405628759,4,43320,SECO
0405628759,5,45111,SECO
0405645585,1,95290,MAIN
0405645585,2,43222,MAIN
0405645585,3,95290,SECO
0405652020,1,43999,MAIN
0405652020,2,43120,MAIN
0405654592,1,41203,MAIN
0405654592,2,41201,MAIN
0405654592,3,43999,SECO
0405694085,1,41101,MAIN
0405694085,2,68100,SECO
0405705864,1,41203,MAIN
0405705864,2,41201,MAIN
0405708636,1,41101,MAIN
0405708636,2,41102,SECO
0405708636,3,64200,SECO
0405708636,4,68100,SECO
0405708636,5,68204,SECO
0405767232,1,41101,MAIN
0405767232,2,41102,SECO
0405780593,1,43222,MAIN
0405780593,2,43222,MAIN
0405791778,1,42110,MAIN
0405791778,2,42110,MAIN
0405800983,1,41203,MAIN
0405800983,2,41203,MAIN
0405817217,1,42110,MAIN
0405817217,2,42110,MAIN
0405817217,3,41201,SECO
0405817217,4,42212,SECO
0405817217,5,42219,SECO
0405829588,1,41203,MAIN
0405829588,2,41201,MAIN
0405832657,1,43221,MAIN
0405832657,2,43221,MAIN
0405832657,3,47527,SECO
0405834142,1,42211,MAIN
0405834142,2,42220,MAIN
0405834142,3,42919,SECO
0405834142,4,43299,SECO
0405845822,1,46697,MAIN
0405845822,2,43222,MAIN
0405848691,1,43320,MAIN
0405848691,2,25120,MAIN
0405854631,1,42110,MAIN
0405854631,2,41201,MAIN
0405854631,3,08111,SECO
0405854631,4,41203,SECO
0405854631,5,42110,SECO
0405856512,1,43120,MAIN
0405869378,1,42110,MAIN
0405869378,2,23630,SECO
0405904418,1,41201,MAIN
0405904418,2,41101,SECO
0405904418,3,68100,SECO
0405925697,1,43222,MAIN
0405925697,2,43222,MAIN
0405925697,3,43221,SECO
0405925697,4,47521,SECO
0405966675,1,68311,MAIN
0405966675,2,41101,MAIN
0405997458,1,71121,MAIN
0405997458,2,42220,MAIN
0406041406,1,42919,MAIN
0406041406,2,42911,MAIN
0406041406,3,42110,SECO
0406041406,4,42919,SECO
0406041406,5,43390,SECO
0406075058,1,41201,MAIN
0406075058,2,41201,MAIN
0406075058,3,46731,SECO
0406075058,4,68100,SECO
0406075058,5,68311,SECO
0406085451,1,42110,MAIN
0406085451,2,49410,MAIN
0406085451,3,42110,SECO
0406085451,4,43120,SECO
0406085451,5,46731,SECO
0406085451,6,77320,SECO
0406101782,1,41203,MAIN
0406101782,2,43910,MAIN
0406101782,3,43999,SECO
0406122865,1,43910,MAIN
0406122865,2,43910,MAIN
0406122865,3,46731,SECO
0406175721,1,25110,MAIN
0406175721,2,43999,MAIN
0406175721,3,13921,SECO
0406175721,4,25501,SECO
0406175721,5,35110,SECO
0406175721,6,43320,SECO
0406177404,1,42110,MAIN
0406177404,2,41201,SECO
0406196309,1,68201,MAIN
0406196309,2,41201,MAIN
0406196309,3,41101,SECO
0406196309,4,41203,SECO
0406196309,5,68311,SECO
0406204821,1,41201,MAIN
0406211155,1,41101,MAIN
0406211155,2,41102,SECO
0406219766,1,41101,MAIN
0406229268,1,42220,MAIN
0406229268,2,41201,MAIN
0406229268,3,42220,SECO
0406229268,4,43390,SECO
0406229268,5,43999,SECO
0406258071,1,41201,MAIN
0406258071,2,41201,MAIN
0406258071,3,68311,SECO
0406258269,1,41203,MAIN
0406258269,2,41201,MAIN
0406258269,3,25110,SECO
0406258269,4,43120,SECO
0406258269,5,43999,SECO
0406258269,6,91030,SECO
0406282223,1,41201,MAIN
0406282223,2,41201,MAIN
0406301029,1,41101,MAIN
0406317459,1,43910,MAIN
0406317459,2,43910,MAIN
0406317459,3,52100,SECO
0406325674,1,42110,MAIN
0406325674,2,43120,MAIN
0406412083,1,42110,MAIN
0406412083,2,42110,MAIN
0406412083,3,42130,SECO
0406419112,1,43211,MAIN
0406419112,2,43211,MAIN
0406425248,1,43910,MAIN
0406425248,2,43910,MAIN
0406425248,3,43310,SECO
0406425248,4,46731,SECO
0406428317,1,47530,MAIN
0406428317,2,43341,MAIN
0406443757,1,41201,MAIN
0406443757,2,41201,MAIN
0406443757,3,70100,SECO
0406457615,1,68311,MAIN
0406457615,2,41201,MAIN
0406500274,1,41201,MAIN
0406501264,1,28250,MAIN
0406501264,2,43291,MAIN
0406501264,3,43222,SECO
0406534225,1,43320,MAIN
0406534225,2,25120,MAIN
0406587475,1,41201,MAIN
0406587475,2,41203,SECO
0406696254,1,47529,MAIN
0406696254,2,43222,MAIN
0406696254,3,47592,SECO
0406707241,1,41201,MAIN
0406707241,2,41203,MAIN
0406707241,3,41201,SECO
0406718327,1,41201,MAIN
0406721889,1,43222,MAIN
0406721889,2,43222,MAIN
0406723374,1,43222,MAIN
0406723374,2,43222,MAIN
0406745447,1,41201,MAIN
0406745447,2,43995,MAIN
0406750692,1,43291,MAIN
0406750692,2,43291,MAIN
0406750692,3,46731,SECO
0406754652,1,43320,MAIN
0406754652,2,22230,SECO
0406761382,1,47540,MAIN
0406761382,2,43320,MAIN
0406761382,3,47192,SECO
0406761382,4,47521,SECO
0406761382,5,47540,SECO
0406761382,6,47591,SECO
0406761382,7,68203,SECO
0406768015,1,43320,MAIN
0406770389,1,41201,MAIN
0406798697,1,43999,MAIN
0406798697,2,49410,MAIN
0406798697,3,43110,SECO
0406857293,1,43299,MAIN
0406914703,1,43211,MAIN
0406914703,2,43211,MAIN
0406914703,3,42220,SECO
0406914703,4,77310,SECO
0406922918,1,42110,MAIN
0406922918,2,42110,MAIN
0406933212,1,43320,MAIN
0406933212,2,43299,MAIN
0406947761,1,43222,MAIN
0406947761,2,43222,MAIN
0406947761,3,46742,SECO
0406947761,4,71121,SECO
0406956768,1,43120,MAIN
0406956768,2,43120,MAIN
0406956768,3,35220,SECO
0406956768,4,35300,SECO
0406956768,5,47521,SECO
0406956768,6,77291,SECO
0407016948,1,43211,MAIN
0407016948,2,43211,MAIN
0407016948,3,42220,SECO
0407016948,4,43222,SECO
0407016948,5,49420,SECO
0407022391,1,41201,MAIN
0407034764,1,42110,MAIN
0407034764,2,81300,MAIN
0407034764,3,01610,SECO
0407034764,4,02100,SECO
0407034764,5,02400,SECO
0407034764,6,42110,SECO
0407034764,7,42919,SECO
0407034764,8,43999,SECO
0407100981,1,47540,MAIN
0407100981,2,43390,MAIN
0407100981,3,46731,SECO
0407100981,4,47592,SECO
0407100981,5,68201,SECO
0407117809,1,43222,MAIN
0407117809,2,43222,MAIN
0407117809,3,46494,SECO
0407131071,1,41201,MAIN
0407159577,1,41201,MAIN
0407176801,1,43222,MAIN
0407176801,2,43222,MAIN
0407178680,1,43211,MAIN
0407178680,2,43211,MAIN
0407187291,1,43222,MAIN
0407187291,2,43222,MAIN
0407194518,1,41101,MAIN
0407194518,2,68100,SECO
0407202931,1,43222,MAIN
0407202931,2,43222,MAIN
0407204713,1,25120,MAIN
0407204713,2,41201,MAIN
0407209166,1,41101,MAIN
0407209166,2,41102,SECO
0407209166,3,68201,SECO
0407326358,1,43120,MAIN
0407326358,2,45113,SECO
0407326358,3,49410,SECO
0407423160,1,25120,MAIN
0407423160,2,43120,MAIN
0407423160,3,42130,SECO
0407423160,4,43222,SECO
0407423160,5,66199,SECO
0407423160,6,68203,SECO
0407549755,1,41101,MAIN
0407549755,2,23321,SECO
0407549755,3,41102,SECO
0407549755,4,47521,SECO
0407549854,1,42110,MAIN
0407549854,2,43120,MAIN
0407549854,3,41201,SECO
0407549854,4,77320,SECO
0407568561,1,41201,MAIN
0407568561,2,41201,MAIN
0407647547,1,47540,MAIN
0407647547,2,43222,MAIN
0407647547,3,43999,SECO
0407651804,1,43331,MAIN
0407651804,2,46731,MAIN
0407651804,3,41201,SECO
0407686347,1,41101,MAIN
0407715843,1,47540,MAIN
0407715843,2,41101,MAIN
0407715843,3,68100,SECO
0407715843,4,68201,SECO
0407716734,1,43999,MAIN
0407716734,2,43110,MAIN
0407733461,1,43222,MAIN
0407733461,2,96040,SECO
0407741478,1,42990,MAIN
0407741478,2,77320,MAIN
0407741478,3,25110,SECO
0407741478,4,41101,SECO
0407741478,5,41102,SECO
0407741478,6,43110,SECO
0407741478,7,43120,SECO
0407741478,8,43320,SECO
0407861937,1,42110,MAIN
0407861937,2,42110,MAIN
0407861937,3,93110,SECO
0407924986,1,41203,MAIN
0407924986,2,41201,MAIN
0407924986,3,42110,SECO
0407924986,4,42911,SECO
0407924986,5,43120,SECO
0407924986,6,43320,SECO
0407924986,7,68100,SECO
0407975466,1,42110,MAIN
0407975466,2,42110,MAIN
0407975466,3,41201,SECO
0407975466,4,42130,SECO
0407980317,1,41201,MAIN
0407980317,2,41201,MAIN
0407980713,1,41203,MAIN
0408062172,1,41203,MAIN
0408062172,2,42110,MAIN
0408062172,3,41201,SECO
0408062172,4,41203,SECO
0408062172,5,42990,SECO
0408064350,1,43222,MAIN
0408064350,2,28250,MAIN
0408064350,3,41201,SECO
0408064350,4,43211,SECO
0408064350,5,43221,SECO
0408064350,6,43222,SECO
0408065835,1,43310,MAIN
0408065835,2,43310,MAIN
0408075436,1,43211,MAIN
0408075436,2,32990,MAIN
0408075436,3,26300,SECO
0408075436,4,33200,SECO
0408075436,5,43211,SECO
0408075436,6,46425,SECO
0408075436,7,46741,SECO
0408161350,1,41201,MAIN
0408161350,2,66220,SECO
0408161350,3,68201,SECO
0408188569,1,43320,MAIN
0408188569,2,47591,MAIN
0408188569,3,43320,SECO
0408188569,4,47761,SECO
0408188569,5,96031,SECO
0408224993,1,41203,MAIN
0408224993,2,41201,MAIN
0408224993,3,42110,SECO
0408224993,4,43221,SECO
0408224993,5,43331,SECO
0408242910,1,43341,MAIN
0408268644,1,77320,MAIN
0408268644,2,41201,MAIN
0408268644,3,23630,SECO
0408350895,1,42110,MAIN
0408350895,2,42110,MAIN
0408350895,3,42212,SECO
0408350895,4,42919,SECO
0408350895,5,81300,SECO
0408389992,1,41201,MAIN
0408394645,1,43320,MAIN
0408394645,2,25120,MAIN
0408394645,3,22230,SECO
0408394645,4,43343,SECO
0408394744,1,24420,MAIN
0408394744,2,43320,MAIN
0408394744,3,24100,SECO
0408394744,4,25120,SECO
0408394744,5,41201,SECO
0408394744,6,43291,SECO
0408394744,7,46190,SECO
0408394744,8,70220,SECO
0408411372,1,43320,MAIN
0408411372,2,43320,MAIN
0408411372,3,41201,SECO
0408442848,1,43130,MAIN
0408442848,2,71209,MAIN
0408443145,1,43320,MAIN
0408443145,2,43320,MAIN
0408443145,3,41201,SECO
0408465614,1,43333,MAIN
0408465614,2,43341,SECO
0408470760,1,41101,MAIN
0408470760,2,68201,SECO
0408470760,3,68203,SECO
0411092334,1,43211,MAIN
0411092334,2,46731,SECO
0411092334,3,47521,SECO
0411114110,1,43341,MAIN
0411114110,2,43341,MAIN
0411509533,1,43211,MAIN
0411509533,2,77399,MAIN
0411509533,3,43211,SECO
0411509533,4,77292,SECO
0411516065,1,41201,MAIN
0411516065,2,49410,SECO
0411516758,1,42110,MAIN
0411516758,2,46731,MAIN
0411516758,3,43110,SECO
0411516758,4,43120,SECO
0411524973,1,42110,MAIN
0411524973,2,42110,MAIN
0411524973,3,42220,SECO
0411555360,1,43120,MAIN
0411556053,1,43999,MAIN
0411556053,2,68203,SECO
0411556053,3,68311,SECO
0411577631,1,41201,MAIN
0411577631,2,41201,MAIN
0411578522,1,41102,MAIN
0411578522,2,68311,MAIN
0411581985,1,41101,MAIN
0411584262,1,43999,MAIN
0411584262,2,41201,SECO
0411584262,3,43211,SECO
0411592477,1,41101,MAIN
0411621775,1,41101,MAIN
0411621775,2,64200,SECO
0411621775,3,68201,SECO
0411630683,1,41203,MAIN
0411630683,2,41203,MAIN
0411668196,1,41201,MAIN
0411668196,2,41201,MAIN
0411668196,3,43110,SECO
0411680668,1,41201,MAIN
0411680668,2,41201,MAIN
0411879816,1,42110,MAIN
0411879816,2,42110,MAIN
0411906045,1,46499,MAIN
0411906045,2,43299,MAIN
0411906045,3,43211,SECO
0411920396,1,46742,MAIN
0411920396,2,43221,MAIN
0411927821,1,43320,MAIN
0411927821,2,43320,MAIN
0411960483,1,43999,MAIN
0411960483,2,41203,MAIN
0411960483,3,77320,SECO
0411961473,1,43320,MAIN
0411961473,2,43320,MAIN
0411969490,1,25300,MAIN
0411969490,2,43222,MAIN
0411979487,1,41203,MAIN
0411979487,2,41203,MAIN
0411979487,3,25110,SECO
0411979487,4,77320,SECO
0412003045,1,43310,MAIN
0412003045,2,43390,MAIN
0412003045,3,41201,SECO
0412003045,4,43320,SECO
0412012151,1,41201,MAIN
0412012151,2,41203,SECO
0412016111,1,43221,MAIN
0412016111,2,47592,SECO
0412016111,3,95210,SECO
0412042241,1,41101,MAIN
0412042241,2,41102,SECO
0412042241,3,47592,SECO
0412042241,4,68203,SECO
0412059859,1,23190,MAIN
0412059859,2,43299,MAIN
0412068173,1,41203,MAIN
0412068173,2,41101,MAIN
0412100639,1,43999,MAIN
0412100639,2,41201,MAIN
0412100639,3,47591,SECO
0412137756,1,41201,MAIN
0412137756,2,41101,MAIN
0412138944,1,41101,MAIN
0412379860,1,41203,MAIN
0412379860,2,41102,MAIN
0412379860,3,41201,SECO
0412384216,1,43110,MAIN
0412384216,2,43120,MAIN
0412384216,3,68201,SECO
0412421333,1,25120,MAIN
0412421333,2,43999,MAIN
0412421333,3,46494,SECO
0412421333,4,47591,SECO
0412424895,1,43110,MAIN
0412424895,2,43110,MAIN
0412449938,1,43222,MAIN
0412449938,2,43221,MAIN
0412449938,3,43211,SECO
0412449938,4,47521,SECO
0412452908,1,41203,MAIN
0412452908,2,41201,MAIN
0412452908,3,43110,SECO
0412452908,4,43320,SECO
0412452908,5,43999,SECO
0412458054,1,43320,MAIN
0412458054,2,43320,MAIN
0412548423,1,43222,MAIN
0412548423,2,43222,MAIN
0412548423,3,46742,SECO
0412554955,1,41101,MAIN
0412589104,1,41201,MAIN
0412589104,2,41101,SECO
0412597418,1,43320,MAIN
0412597418,2,41201,MAIN
0412597418,3,46130,SECO
0412605930,1,43999,MAIN
0412605930,2,23610,MAIN
0412618204,1,43999,MAIN
0412618204,2,43999,MAIN
0412618204,3,71121,SECO
0412636911,1,43222,MAIN
0412636911,2,45310,SECO
0412636911,3,46610,SECO
0412636911,4,46769,SECO
0412636911,5,47781,SECO
0412636911,6,68201,SECO
0412661061,1,41101,MAIN
0412661061,2,41102,SECO
0412708472,1,42220,MAIN
0412738958,1,41101,MAIN
0412750044,1,23630,MAIN
0412750044,2,43996,MAIN
0412750044,3,23630,SECO
0412750044,4,43999,SECO
0412783696,1,43211,MAIN
0412783696,2,42220,MAIN
0412783696,3,42110,SECO
0412815271,1,43212,MAIN
0412815271,2,43211,MAIN
0412815271,3,42220,SECO
0412815271,4,43910,SECO
0412820023,1,43320,MAIN
0412820023,2,43320,MAIN
0412822003,1,68311,MAIN
0412822003,2,41101,MAIN
0412822003,3,41201,SECO
0412822003,4,68311,SECO
0412822003,5,71111,SECO
0412830218,1,43211,MAIN
0412830218,2,43211,MAIN
0412862781,1,43222,MAIN
0412862781,2,43222,MAIN
0412862781,3,27510,SECO
0412862781,4,28250,SECO
0412870996,1,43999,MAIN
0412870996,2,42919,MAIN
0412870996,3,01500,SECO
0412870996,4,08122,SECO
0412870996,5,41201,SECO
0412870996,6,42911,SECO
0412870996,7,43999,SECO
0412889507,1,26510,MAIN
0412889507,2,43211,MAIN
0412889507,3,27900,SECO
0412899603,1,47529,MAIN
0412899603,2,43320,MAIN
0412899603,3,45113,SECO
0412909105,1,68321,MAIN
0412909105,2,41101,MAIN
0412917518,1,41201,MAIN
0412917518,2,41201,MAIN
0412917518,3,43320,SECO
0412917518,4,43331,SECO
0412917518,5,43332,SECO
0412917518,6,43910,SECO
0412917518,7,46731,SECO
0412921377,1,41101,MAIN
0412921377,2,01500,SECO
0412930483,1,16230,MAIN
0412930483,2,43332,MAIN
0412930483,3,16230,SECO
0412945034,1,41201,MAIN
0412947608,1,43120,MAIN
0412947608,2,43120,MAIN
0412947608,3,71121,SECO
0412949784,1,41201,MAIN
0412949784,2,46731,SECO
0412965127,1,43222,MAIN
0412965127,2,43222,MAIN
0412965127,3,43221,SECO
0412968293,1,41201,MAIN
0412968293,2,68204,MAIN
0412983933,1,43343,MAIN
0412983933,2,43320,SECO
0412983933,3,47530,SECO
0413041539,1,41201,MAIN
0413041539,2,41101,SECO
0413041539,3,46180,SECO
0413041539,4,71112,SECO
0413059454,1,41201,MAIN
0413059454,2,41101,MAIN
0413070441,1,43120,MAIN
0413070441,2,43120,MAIN
0413070441,3,41101,SECO
0413070441,4,43110,SECO
0413070441,5,49410,SECO
0413071827,1,47789,MAIN
0413071827,2,43332,MAIN
0413071827,3,46731,SECO
0413071827,4,47521,SECO
0413093504,1,43222,MAIN
0413093504,2,43222,MAIN
0413093504,3,47789,SECO
0413125572,1,43999,MAIN
0413125572,2,42220,MAIN
0413125572,3,22220,SECO
0413125572,4,22290,SECO
0413125572,5,24100,SECO
0413125572,6,77320,SECO
0413136460,1,43320,MAIN
0413136460,2,43999,SECO
0413136460,3,46499,SECO
0413136856,1,43222,MAIN
0413136856,2,43222,MAIN
0413136856,3,41201,SECO
0413136856,4,41203,SECO
0413136856,5,68311,SECO
0413136856,6,82990,SECO
0413164966,1,41203,MAIN
0413164966,2,41201,MAIN
0413165560,1,41101,MAIN
0413165560,2,68311,SECO
0413198422,1,43120,MAIN
0413198422,2,01500,MAIN
0413198422,3,43120,SECO
0413198422,4,46216,SECO
0413198422,5,81300,SECO
0413214159,1,43390,MAIN
0413214159,2,43999,MAIN
0413224849,1,41201,MAIN
0413224849,2,41201,MAIN
0413224849,3,68100,SECO
0413252563,1,43222,MAIN
0413252563,2,43222,MAIN
0413255335,1,43211,MAIN
0413255335,2,42220,MAIN
0413268795,1,43331,MAIN
0413268795,2,43331,MAIN
0413280772,1,41102,MAIN
0413280772,2,68322,MAIN
0413352434,1,41202,MAIN
0413352434,2,41201,MAIN
0413387868,1,43222,MAIN
0413387868,2,43211,MAIN
0413387868,3,46431,SECO
0413387868,4,47540,SECO
0413457055,1,41101,MAIN
0413457055,2,41201,SECO
0413457055,3,42110,SECO
0413457055,4,43120,SECO
0413457451,1,42110,MAIN
0413457451,2,42110,MAIN
0413487937,1,43320,MAIN
0413487937,2,43320,MAIN
0413487937,3,43343,SECO
0413516839,1,43910,MAIN
0413516839,2,43291,MAIN
0413516839,3,43910,SECO
0413517136,1,41201,MAIN
0413517136,2,41201,MAIN
0413538912,1,43910,MAIN
0413538912,2,43910,MAIN
0413538912,3,42110,SECO
0413552570,1,41201,MAIN
0413572564,1,43320,MAIN
0413582957,1,27120,MAIN
0413582957,2,43211,MAIN
0413582957,3,25110,SECO
0413582957,4,25501,SECO
0413582957,5,25502,SECO
0413582957,6,43320,SECO
0413595231,1,41101,MAIN
0413599486,1,41201,MAIN
0413607406,1,41201,MAIN
0413607406,2,41201,MAIN
0413630071,1,41201,MAIN
0413630071,2,41201,MAIN
0413662141,1,41101,MAIN
0413662141,2,41201,SECO
0413665903,1,38219,MAIN
0413665903,2,43212,MAIN
0413665903,3,29100,SECO
0413665903,4,38221,SECO
0413665903,5,41201,SECO
0413665903,6,43120,SECO
0413665903,7,66290,SECO
0413695201,1,42130,MAIN
0413695201,2,42130,MAIN
0413696090,1,42110,MAIN
0413696090,2,42110,MAIN
0413696090,3,42919,SECO
0413699951,1,43343,MAIN
0413699951,2,43343,MAIN
0413699951,3,47592,SECO
0413717371,1,41101,MAIN
0413753894,1,41203,MAIN
0413753894,2,41203,MAIN
0413759834,1,42110,MAIN
0413759834,2,42110,MAIN
0413759834,3,42220,SECO
0413759834,4,46731,SECO
0413779828,1,41201,MAIN
0413779828,2,41201,MAIN
0413779828,3,47521,SECO
0413787548,1,43221,MAIN
0413787548,2,43211,SECO
